"","Com.ES","ES.var","Qval","Qpval","tau2","Zval","Pval","FDR","AveFC","propDataset"
"PVR",-0.819736201199906,0.0554640970216539,11.2235651958014,0.00365454895653292,0.132281442966603,-3.48071240772762,0.000500082131424717,0.00193206923662287,-1.054630342668,1
"NECTIN1",-0.979878323938004,0.00840497533946427,0.230515724710627,0.891136323765771,0,-10.6881841773268,0,0,-1.31144095207457,1
"RAG2",0.588391458401526,0.00816624243824575,0.556892344323798,0.756959012120459,0,6.51111288625724,7.45961070691692e-11,1.91517242909626e-09,1.05299700424341,1
"REN",-0.529908265424755,0.00814116982590361,0.0351428457115971,0.98258205434245,0,-5.87296329361433,4.28073287928044e-09,6.94880213599899e-08,-1.17178869054329,1
"RNASE3",-0.566697420952176,0.0230406146155421,4.77879039624416,0.0916851184441624,0.0392439877071051,-3.73339727580542,0.000188914262160278,0.000832971324715781,-1.39912901743326,1
"CCND1",0.737548531652668,0.0152964653644899,3.25200913136964,0.196713963816008,0.0178621010241263,5.96341535028065,2.47019449339803e-09,4.28157254818823e-08,1.44122790192414,1
"RPS4Y1",0.434832529014649,0.00811045989553686,1.24990180642136,0.53528770878171,0,4.82835601340485,1.37664818122829e-06,1.11867444757994e-05,2.44079337559005,1
"S100A1",-0.556399112644272,0.00815274285127294,1.16832295602511,0.557573203237286,0,-6.16218250367423,7.17490955537414e-10,1.44260215984398e-08,-1.2122595526645,1
"S100B",-0.51436399559654,0.0134442959202816,2.94312926495444,0.229566017595927,0.0132832537837554,-4.4361020647174,9.16024291419681e-06,5.93845141239113e-05,-1.09961981415525,1
"SALL2",0.805866243105367,0.00828601482080726,1.4253445831815,0.490332134694399,0,8.85299280231895,0,0,1.34273936230282,1
"CLEC11A",-0.871392500224301,0.00832435515914401,0.310771193738333,0.856085010132309,0,-9.55077287292724,0,0,-1.85259231317821,1
"SCN3A",1.09954825641763,0.104910600621425,20.9170073704201,2.87031499975275e-05,0.27750477953821,3.39472506886094,0.000686975486487329,0.00254491920821774,2.48691688754026,1
"SCT",0.76546207476092,0.012962292645841,2.81799775074872,0.244387823393591,0.0117017268879724,6.72330428526454,1.77649006616321e-11,5.46326913385254e-10,1.12334240885293,1
"CCL1",-0.616942731372306,0.00817948225076162,0.325579966321928,0.849769635608256,0,-6.82153237608108,9.00746144338882e-12,2.98413103318816e-10,-1.70045261118957,1
"CCL23",-0.464092521648164,0.00811518336990105,0.147277630597114,0.929007176431708,0,-5.15175737534717,2.58056757962422e-07,2.5645563560411e-06,-1.11289976695404,1
"SECTM1",0.487375851991696,0.00812805841472032,0.821697537836254,0.663087203413577,0,5.4059322591848,6.44721618314748e-08,7.49450321385492e-07,1.00003136475283,1
"BDNF",-0.603904634195406,0.0186102146885985,3.91510636392723,0.141203497843988,0.0270702584023221,-4.42682822878752,9.56288233111557e-06,6.17899537857587e-05,-1.14788003106157,1
"SELENOP",-0.41443217929716,0.0081020557800115,0.740050502250731,0.690716889038388,0,-4.60421775402197,4.14019091565798e-06,2.98179658979972e-05,-1.23810597621722,1
"BIK",-1.0177870976291,0.00843238621032576,0.208038145233826,0.901208108860271,0,-11.0836217540492,0,0,-1.75369808155672,1
"SLC8A1",0.49701014356003,0.0081276812942414,0.0986917772786919,0.951851838015552,0,5.51292291091882,3.52922839841341e-08,4.40924564186574e-07,1.09035035413995,1
"SNRPN",0.590045863285114,0.00816645494278979,0.0121830200554158,0.993927005604371,0,6.52933550113903,6.60620447234805e-11,1.72888047744017e-09,1.01745881544879,1
"SPARC",0.731415763052722,0.0102950326548997,2.34968824240457,0.308867121771353,0.0049901603314388,7.20859209938391,5.6532556413913e-13,2.62444291352105e-11,1.46196148611448,1
"SPIB",0.65271372412881,0.0569307470779779,11.6493276010763,0.00295379705043698,0.137013692039497,2.7355792630762,0.00622705874121632,0.0167857185067005,1.09969747426257,1
"TBX1",-0.962800919118666,0.00839323777678892,0.56225574558484,0.754931794071235,0,-10.5092502288956,0,0,-1.96348307785534,1
"TCF4",1.00219878716538,0.0537591947886732,10.7146716842541,0.00471344676132307,0.126761989358632,4.32242528700928,1.5432335016996e-05,9.38494566302675e-05,1.44117379082941,1
"TFPI",0.486255705645869,0.00926781182167844,2.19507955298301,0.333691029174486,0.00274471541571615,5.0509853254861,4.39536840923793e-07,4.10187485924848e-06,1.02819359180578,1
"KLF9",0.643694301126853,0.0188182327174701,3.93708009418465,0.139660605353661,0.0274889511810012,4.69234836016194,2.70086715725704e-06,2.05268720288508e-05,1.09204372565506,1
"TGFBI",0.603792136192344,0.00817348314478271,0.529854376366873,0.767261813668496,0,6.67857591251017,2.41275888157588e-11,7.14853378388855e-10,1.64223945647886,1
"TIMP3",0.504990924827788,0.00813220849519861,0.223673707921632,0.894190129178693,0,5.59988774406064,2.14490656347266e-08,2.86059496575855e-07,1.21293790973016,1
"TSPAN7",0.708716353741504,0.0174705354679623,3.66617034331152,0.159919427029133,0.0237251229761407,5.36190785342947,8.2347546559447e-08,9.34148004822614e-07,1.92202336276987,1
"TNNT3",0.607522804749401,0.00817808598496132,0.582324594471128,0.747394368134404,0,6.71794971244936,1.84299242533825e-11,5.6558527545591e-10,1.03712151472757,1
"TPSAB1",0.38477503573245,0.00809647222089053,1.75447554210493,0.415930220883026,0,4.27620948130972,1.90102354469257e-05,0.000112464367739381,1.08429621533328,1
"TRH",0.513869875201867,0.0081383906165874,0.849173443127329,0.654040029923695,0,5.69618247405221,1.22519747680627e-08,1.75095133523579e-07,1.76711656638782,1
"TRPS1",0.744644087472736,0.00824574307331998,0.147773895195163,0.928776688342162,0,8.20037751617635,2.22044604925031e-16,2.1869893283731e-14,1.31041392179366,1
"TWIST1",-0.474525395846575,0.00812166994740039,1.02943735415074,0.597668708879072,0,-5.26546574686879,1.39834391177374e-07,1.48677310006752e-06,-1.03987586977604,1
"C3AR1",-0.693092242765619,0.0581106401542173,11.8642117885927,0.00265288939748907,0.140380450021595,-2.87516788160809,0.00403812724480312,0.0116723737552043,-1.19058270101953,1
"C4BPB",0.764529549280419,0.00825761649875282,0.478006243886007,0.787412424112143,0,8.41331057268806,0,0,1.0230984689382,1
"UTY",0.428776933535354,0.0081048201389461,0.265575111987951,0.875651099177417,0,4.76277124885796,1.90952263023902e-06,1.50460061518888e-05,1.94687434821559,1
"WFS1",0.762220344865263,0.0152438994990137,3.23602946502818,0.198291971182398,0.0176782425339403,6.17351486441998,6.67882638083483e-10,1.35595058709512e-08,1.28835627726542,1
"WNT5A",0.745327431645215,0.0214546351072367,4.43072215973571,0.109114108226752,0.0347132103053222,5.08846204387813,3.60979010016749e-07,3.43920982288506e-06,1.04130488371422,1
"WNT7B",-0.675024448825686,0.00820890137454547,0.0785709952914932,0.961476170775004,0,-7.45035529393244,9.30366894635881e-14,5.07938510228736e-12,-1.63191951205548,1
"XIST",-0.457547904747001,0.00811959113770833,1.59616719996549,0.450190883779448,0,-5.07772866983591,3.81973650265266e-07,3.61795315134294e-06,-2.77806107085071,1
"ZFY",0.422870220196433,0.00810396902949745,0.54661598224052,0.760858413903017,0,4.69740726979681,2.63484741869213e-06,2.01195237413699e-05,1.76593516928265,1
"DAGLA",0.738402637989519,0.00824374771996065,0.104281305331058,0.949195350597232,0,8.13262773369355,4.44089209850063e-16,4.09714456454706e-14,1.32162126302437,1
"ZNF135",0.500286941374414,0.00812959550860568,0.821988573840737,0.662990719308682,0,5.5486163611565,2.87939219134614e-08,3.69805286107953e-07,1.05682198440601,1
"ZNF154",0.630061435792195,0.00818543890017214,0.324759641798087,0.850118250533564,0,6.96405051997269,3.30624416733372e-12,1.25182133057724e-10,1.20969398588769,1
"ZNF205",-0.443494989294924,0.0081080010658949,0.0782845980541292,0.961613862692966,0,-4.92529013758651,8.42352731122986e-07,7.26566613111229e-06,-1.06967088945074,1
"PXDN",0.274812951499744,0.00806204452128639,0.0851103574669816,0.958337584207845,0,3.06065656558355,0.00220852259088722,0.00696982762662113,1.15282144413432,1
"IL1R2",0.378188860516658,0.0121398962206832,2.71910545983369,0.256775599316997,0.0100475831490982,3.43242649436682,0.00059820601599192,0.00225207879522578,1.05055995148469,1
"HMGA2",0.78919897096174,0.00931527117053908,2.17446830483671,0.337147704482657,0.00250015665962578,8.17690137106663,2.22044604925031e-16,2.1869893283731e-14,2.69824203523439,1
"DDR1",1.20091544898818,0.047295016735879,9.23627712177394,0.00987115352149493,0.107229814389228,5.52210601419599,3.34960272851959e-08,4.21286962671527e-07,1.91115565847018,1
"CACNB2",0.538165957021005,0.00815169444908824,1.70764168771642,0.425784962144115,0,5.96063152866722,2.5126496439043e-09,4.33967936720295e-08,1.20389682057537,1
"CLTCL1",-0.542742626866485,0.0190768893965162,4.00774755831015,0.134812038359338,0.0283243055092097,-3.92952586202398,8.51135225774513e-05,0.000416901820769996,-1.20302965481652,1
"KDM5D",0.428236148249157,0.00810582184407733,0.565487261377032,0.753712991973665,0,4.75647038456177,1.97007125035675e-06,1.54645819151591e-05,2.32452275110932,1
"USP9Y",0.475839385727419,0.00812072351256135,0.151545038850981,0.927027063224504,0,5.28035381816515,1.28934658505386e-07,1.38707049227529e-06,2.12678234303243,1
"HYAL3",-0.967005674287824,0.0387418250987906,7.7295890045013,0.0209672307130877,0.0831509378398822,-4.91291199182522,8.97335626026674e-07,7.67182488011192e-06,-1.16483482255117,1
"BCAR3",0.736557580549389,0.0724474796132267,14.7892302084043,0.000614553171762891,0.182533382146235,2.73649754529594,0.00620970582501701,0.0167534484196322,1.05412474074171,1
"RASAL1",0.496937589174355,0.00812789843087436,0.0880581705201129,0.956926124623096,0,5.51204449650958,3.5468921577575e-08,4.42515852343675e-07,1.06936746469545,1
"UNC5C",-0.3871344765125,0.00809159748525723,0.238514263289551,0.887579546628834,0,-4.30372699288874,1.67948602147749e-05,0.000101164742706932,-1.0182809407542,1
"DCHS1",0.684960150646806,0.0124444389743652,2.73736761966974,0.25444163283238,0.010487122377568,6.14013111178092,8.24533996635068e-10,1.63526966924482e-08,1.17071294549424,1
"DDX3Y",0.402840877849976,0.00809819802723398,0.728587135434218,0.694687227061859,0,4.47650771646111,7.58739270434461e-06,5.03878922329072e-05,2.03634316057801,1
"DLK1",0.434316976852917,0.00932218671673423,2.20867739220512,0.331429985728291,0.00292176758486577,4.49829472843156,6.85006915723818e-06,4.61430028211927e-05,1.46693892896898,1
"NRP2",0.621148357232857,0.0477855119529477,9.78333380192242,0.00750889545219381,0.110263516383403,2.84149711452481,0.00449022583027125,0.0127861650724115,1.2010871114357,1
"NRP1",0.489646838660288,0.0169898748745954,3.61467482580673,0.164090460813234,0.0227218217644315,3.75653867711983,0.000172279655966667,0.000770816619099481,1.19803842434977,1
"SOCS2",0.567518504879814,0.00815868628472379,0.404920067770294,0.816719123036125,0,6.28304123472204,3.32012861647968e-10,7.20201113726552e-09,1.24220700795875,1
"PROM1",0.72187527170288,0.0126891250791557,2.77651234831657,0.249510027514754,0.0110665616509737,6.408351514135,1.47101442138364e-10,3.50375444779565e-09,2.2970673187933,1
"NR1I2",-0.810830006798151,0.0185285792589751,3.84141483852879,0.146503286216538,0.0264140544381868,-5.9567414848766,2.57316790097661e-09,4.42846145130296e-08,-1.28338031480331,1
"CCNA1",-1.07017129104232,0.00847326289314299,1.26893147153458,0.530218689540025,0,-11.6259367432374,0,0,-2.71400311911444,1
"SGCE",0.760391553301881,0.0174198443008193,3.64356204811447,0.161737435997707,0.0234998762252334,5.76122915044452,8.35035796065142e-09,1.24334185896237e-07,1.05482334540371,1
"CACNA1H",0.596376647852933,0.00817192753878291,0.596855045014139,0.741984057045585,0,6.59718064326678,4.19049239752667e-11,1.16796955408693e-09,1.1403415941764,1
"CHRNA6",-0.495805357078619,0.00812722522782332,0.0831833050795447,0.959261412567594,0,-5.49971351397627,3.80408813338562e-08,4.71532251023488e-07,-1.02573691404185,1
"ARTN",-0.758307126383155,0.00825597061774962,1.36774654380375,0.504658522296045,0,-8.3456673094121,0,0,-1.69264862784564,1
"SLC7A7",0.532203813249625,0.00814475863359719,0.566749017417017,0.753237640973661,0,5.89710516281509,3.69934105570735e-09,6.10014644446222e-08,1.22364151579914,1
"CLDN12",-1.11170374372101,0.00851445615606573,1.25683594490761,0.533435042746926,0,-12.0478793962279,0,0,-1.19015913999701,1
"EIF1AY",0.456833120319527,0.00811719369998437,0.966856067165018,0.616665813197734,0,5.07054484236092,3.96678433434161e-07,3.74506575399596e-06,2.00884702941052,1
"TMSB4Y",0.425251018081453,0.00810520450826209,0.649617356949406,0.722665601901952,0,4.7234940579295,2.31826735852536e-06,1.78990377570043e-05,1.05379839994473,1
"SLC16A6",0.541132480965411,0.00814570816611279,0.620261356097859,0.73335111706923,0,5.9956901298813,2.02623073874975e-09,3.61965263220037e-08,1.08479961304416,1
"DLGAP2",1.23079882395773,0.0335094443157727,6.53176108059155,0.0381633159468382,0.0673640827478744,6.72362463250744,1.77258208111652e-11,5.46277568635002e-10,3.04207386864083,1
"TGM5",-0.66843183724443,0.00820957262995089,0.858017414955688,0.651154259245062,0,-7.37728994076317,1.61648472385423e-13,8.44569814323408e-12,-1.51851808557001,1
"NDST3",-0.84731005465526,0.008313008465896,0.666124109816423,0.716725716427137,0,-9.29315645173883,0,0,-2.20011388236657,1
"TSIX",-0.477642322306543,0.0081263424381826,1.37639506826566,0.502480958081129,0,-5.29852809647694,1.16739915512198e-07,1.27756587719318e-06,-1.31840674750928,1
"CYP7B1",-0.7397933466822,0.00824356779210568,0.451874325024461,0.797768229842079,0,-8.14803365747664,4.44089209850063e-16,4.09714456454706e-14,-1.88506043327713,1
"ABCG2",0.689914948937374,0.041295622296197,8.41336887966758,0.0148956740584348,0.0912078676003348,3.39502946446206,0.000686212152004373,0.00254397623086667,1.04931026117175,1
"NCR2",-0.51561279000326,0.00813636919035149,0.204138378791626,0.902967073761225,0,-5.71621240884077,1.08924569364177e-08,1.57675615453983e-07,-1.26025140869498,1
"RASAL2",-0.866794667891344,0.00832273401607397,0.270997855192552,0.873280099436808,0,-9.50130420944251,0,0,-1.76510999016765,1
"ADAMTS3",-0.623164537574119,0.00818202489264355,0.251787400099025,0.881708567379137,0,-6.88925615250039,5.60840263119644e-12,1.95923688756015e-10,-1.62459645110402,1
"ADAMTS1",-0.478921884509521,0.00812266171934779,0.37290020252938,0.829899971877216,0,-5.31392596439505,1.07288222528368e-07,1.18750221700533e-06,-1.17228639945097,1
"STXBP5L",0.498573295664115,0.00955610295918963,2.24442023176812,0.325559474754693,0.00343860663436269,5.1002163973164,3.39265373350273e-07,3.25359957060982e-06,1.12622828609189,1
"CD1C",0.492328394265409,0.00812680558801027,0.266300773813275,0.87533344352106,0,5.46128635133265,4.72696877196199e-08,5.69934026376261e-07,1.29449398109023,1
"CD1E",0.454219279638493,0.00811593294808436,1.55119945092189,0.460427568045797,0,5.04192451104164,4.60873107677173e-07,4.27091372575344e-06,1.09538072597764,1
"SNCAIP",-0.361838885105326,0.00808350869802753,0.241172363348559,0.886400692557743,0,-4.02453104269814,5.70889636044569e-05,0.000295520533544804,-1.09802252135101,1
"CD14",0.380677726793318,0.00809179420128623,0.787438969152179,0.674543249488968,0,4.23189664902789,2.31728892003957e-05,0.000134044129315146,1.11079114195361,1
"SCRN1",0.440139545179197,0.00810840028643515,1.11569318056864,0.572440436345499,0,4.88790549173076,1.01914430694627e-06,8.55764202900681e-06,1.01882516812128,1
"JAKMIP2",0.821538832246947,0.0462850350085785,9.36087175397381,0.00927497025977624,0.105490506345272,3.81863191620909,0.000134193818686068,0.000621589861768927,1.4631991809556,1
"FAM30A",0.605062208204387,0.0126956024950779,2.79403033188479,0.24733411454691,0.0112377490719938,5.36998867777012,7.8741585696207e-08,9.00954548425126e-07,1.49505788425679,1
"PPP1R26",-0.71976282455209,0.0082333193887201,1.58840862017094,0.451940696547841,0,-7.93235113049299,2.22044604925031e-15,1.8390592079501e-13,-1.35216499840286,1
"SV2B",-0.691392894913554,0.00821649372788853,0.531513266318416,0.766625676069085,0,-7.62749002184224,2.39808173319034e-14,1.54676271790777e-12,-1.76086215765079,1
"SRGAP3",-0.969931011535496,0.0084020319852056,1.12202208213088,0.570631839876052,0,-10.5815351754223,0,0,-1.71722654652459,1
"MRC2",-0.720826393539477,0.00823972316748581,1.38101007973365,0.50132281711148,0,-7.94098489336327,1.99840144432528e-15,1.66461130593884e-13,-1.45521160585133,1
"P2RY14",0.579470164656528,0.0275488637789016,5.67313924141506,0.0586264323146629,0.051905397784904,3.49123621920386,0.00048079096332132,0.00186793440094213,1.12430926483653,1
"CD34",0.614810829016182,0.00818040308471858,1.80542355979649,0.40546862586557,0,6.79757732368616,1.06392672449829e-11,3.44641330289145e-10,2.21158418899056,1
"HS3ST1",0.576046512273027,0.0276670784432511,5.6974117764357,0.0579192263495881,0.0522459064252898,3.46318666677037,0.000533817922110824,0.00204077205628363,1.11398754556669,1
"SLC23A1",0.550254190231145,0.0207620843864504,4.33450641510821,0.114491670248668,0.0329435389091898,3.81880851696781,0.00013409779993645,0.000621342539629254,1.02127750246287,1
"AKT3",1.18852979976166,0.0349906065740698,6.84253956849745,0.0326709235652186,0.0717054482809426,6.35381169332179,2.10043982207253e-10,4.78407988849239e-09,2.03110507934016,1
"TOM1L1",-0.581889358588993,0.0081704502600494,1.62050150008982,0.444746532027044,0,-6.43750263480319,1.21455290269523e-10,2.97555254833418e-09,-1.48957344837024,1
"GPC6",-0.501326939962072,0.00812923295065012,0.0516692737719479,0.974496222015583,0,-5.5602748360579,2.69350148851544e-08,3.51191155617974e-07,-1.50958154447085,1
"CD48",0.712840458002666,0.00823095348167866,0.341300750168842,0.843116296411333,0,7.85719021191993,3.99680288865056e-15,3.13233310257308e-13,1.19938682634501,1
"OPTN",0.730394971749509,0.00945029560022242,2.20401503665456,0.332203509205151,0.00291227220415255,7.5133752191464,5.77315972805081e-14,3.42094916080474e-12,1.07371846903202,1
"AASS",0.53910590819713,0.00814695083465556,1.91819227303461,0.383239125325509,0,5.97278034852933,2.33243846459175e-09,4.08162731072676e-08,1.23538825948792,1
"LPAR6",0.772981074785712,0.015813528534909,3.34045085117111,0.188204634716433,0.0191758629724899,6.14687621929064,7.90237431047558e-10,1.57367363830331e-08,1.63994259019424,1
"CALCRL",0.733132928569028,0.00823990465757142,1.00957673398065,0.603633310644342,0,8.07647090573925,6.66133814775094e-16,5.95719792513898e-14,1.70078591067114,1
"GDF11",-0.857075638413848,0.00849552962371845,2.02943599660996,0.362504642343356,0.000424127921729062,-9.2987360793282,0,0,-1.22203901310462,1
"CD96",-0.50725953143718,0.00813208974161579,0.792597926175705,0.672805521850735,0,-5.62508558897168,1.85416018094742e-08,2.51892758226193e-07,-1.13699276469645,1
"SPRY1",0.532762890405091,0.00854600118220383,2.0678268443355,0.355612571811126,0.000956546254055945,5.76305138853304,8.26066304249196e-09,1.23124422464627e-07,1.15116397894728,1
"SPRY2",-0.926314521396757,0.0142467217772583,3.02158522964547,0.220734950810077,0.0147758619838823,-7.76070188075655,8.43769498715119e-15,6.14981399138514e-13,-1.83264481258373,1
"IRX5",-0.761266587029765,0.00826178711812165,1.01304423573873,0.60258766756562,0,-8.37528835334727,0,0,-2.23087734955264,1
"ABCA9",1.2054829154458,0.0825489241334922,16.237763634093,0.000297861537992176,0.210815988707112,4.19570891946173,2.72019412994595e-05,0.00015434904566844,2.0564940203269,1
"DLC1",-0.774014922548115,0.0082629024268071,0.158265105943608,0.923917448324502,0,-8.51496802601904,0,0,-1.60078126027822,1
"IFITM3",0.802971334513218,0.00828153212309157,0.0974786179746218,0.952429387119303,0,8.82357732928287,0,0,1.44014941597163,1
"SPON1",0.594098878877769,0.00817193253757803,1.70855142950041,0.425591329000966,0,6.57198171538375,4.96500618396567e-11,1.33533016870235e-09,1.627169520387,1
"LRRN2",0.602038861359725,0.00817345946073916,0.540311267673093,0.763260695902176,0,6.65919249736913,2.75335310107039e-11,8.04321205497055e-10,1.4639759475162,1
"CLEC10A",0.483845248325524,0.0081260121025694,0.643963098550242,0.724711561660188,0,5.36744679223619,7.98590562567369e-08,9.13023892591729e-07,1.47482788221936,1
"UNC13B",-0.646218388456799,0.00819355170001377,0.353254193077005,0.838092253761424,0,-7.13909584767727,9.39470723437807e-13,4.21374299555474e-11,-1.45025040002282,1
"SEMA3C",0.697835354220036,0.00822531124382701,0.90855545187839,0.634906378787608,0,7.69443611093562,1.4210854715202e-14,9.9592129415144e-13,1.65212982369901,1
"CDH4",0.712588723721345,0.00823083953794952,0.480276755094671,0.786519016963437,0,7.8544698700674,3.99680288865056e-15,3.13233310257308e-13,1.99802246471431,1
"CYP46A1",0.643597486103117,0.00819353719250077,1.2273079964498,0.541369088879074,0,7.11014773084152,1.15929488231359e-12,5.04448999984632e-11,1.31196442985489,1
"ME3",0.774797187208477,0.00826458018880277,1.46143484876867,0.481563380818764,0,8.52270853615341,0,0,1.0399529195044,1
"C1QL1",-0.598747148074326,0.00817080547004282,0.00503604071135369,0.997485147198366,0,-6.62385813285145,3.49942297361849e-11,9.96310325906968e-10,-1.01205313741812,1
"PPARGC1A",-0.432598251196445,0.00810475476441319,0.431653817053563,0.805874779854781,0,-4.80523708623688,1.54568232235697e-06,1.24345536495571e-05,-1.31540346115643,1
"MTMR11",0.441238212192689,0.00810841410320572,0.363547145734374,0.833790111747824,0,4.90010240302385,9.5786716447499e-07,8.09908912793036e-06,1.0943671517715,1
"IFI44L",0.637394886033627,0.00818931465618031,0.863813978629892,0.649269762902255,0,7.04343961404729,1.87561077780174e-12,7.61581568468411e-11,1.36879914280738,1
"LILRB4",0.458025625296969,0.00811367137936403,0.517737037743057,0.771924509877409,0,5.08488422720495,3.67850379490164e-07,3.4978179920601e-06,1.32760443754639,1
"RBPMS",0.824002306504827,0.00829457087357227,0.0469080167091389,0.97681889914422,0,9.04755988139232,0,0,2.56798588290602,1
"TPPP",-0.547765077961116,0.00814821450513312,0.395965187570356,0.820384132796005,0,-6.06824510446526,1.29315447239264e-09,2.42916401341077e-08,-1.03649252933582,1
"CETP",0.694966329309555,0.00821871713859243,0.000913729009001839,0.999543239842196,0,7.6658752398796,1.77635683940025e-14,1.19879415036747e-12,1.46005553266959,1
"ADCY1",-0.512164997517304,0.00813740679909734,0.899630588361435,0.637745936129323,0,-5.67762730407755,1.36575879494671e-08,1.92726679128153e-07,-1.12417633811604,1
"HSPA4L",-0.466411930682504,0.00811829446558588,0.542471101761741,0.7624368825725,0,-5.17651230919155,2.2607214344994e-07,2.28630653184743e-06,-1.0793070848505,1
"COBLL1",1.22157847393991,0.0434707266776489,8.4640572633081,0.0145228990321332,0.096051627672906,5.85899221739074,4.65684513173414e-09,7.50916277492131e-08,1.84360092969953,1
"CNKSR2",0.652848277736352,0.0662505978611279,13.5774534785383,0.00112640206502127,0.164455532743919,2.53639776511309,0.0111999439631683,0.0276059491293716,1.02478762074639,1
"PLEKHA6",-0.682004929479771,0.00821240146007264,0.0636574554017671,0.968672474634214,0,-7.52579575953882,5.24025267623074e-14,3.13062144513998e-12,-1.23861493942648,1
"RPH3A",0.431979929993065,0.0101748321460557,2.35960228190556,0.307339849834381,0.00502842705806754,4.28252535617117,1.84784067114308e-05,0.000109763543045039,1.16371012468557,1
"LIMCH1",0.858263693003602,0.0207727805336665,4.25613479454286,0.11906718119967,0.032465275694274,5.95488562768197,2.60253774087005e-09,4.45902135325035e-08,1.57282295281553,1
"DTX4",0.620951831857913,0.00818145170917325,0.501640455994735,0.778162250771592,0,6.86503454513816,6.64757138224559e-12,2.28541622733476e-10,1.03771899158355,1
"COBL",1.38835171751888,0.126542649534267,24.5871437478826,4.58109789297707e-06,0.340400331390281,3.90284263093081,9.5069518555313e-05,0.00045964456782116,3.21141904688799,1
"SASH1",0.512835326574051,0.00814194903932071,1.9210456266697,0.382692756788168,0,5.68347225115369,1.31987147877766e-08,1.87339498988723e-07,1.3671966541071,1
"TPSD1",0.658401549900102,0.0082030835975556,0.621483721975737,0.732903042319994,0,7.26946208593356,3.60822483003176e-13,1.74162560752891e-11,1.89415900068088,1
"ABCA6",1.09787591655779,0.0575181968836549,11.3733596151784,0.00339083251671,0.13746540481281,4.57773477403231,4.70038122157845e-06,3.3285550922116e-05,1.8703283060284,1
"LILRA4",0.858987446299146,0.0418943526030267,8.43488141304439,0.014736310828945,0.0925558948567198,4.19671111433687,2.70819015280033e-05,0.000153727756453934,1.585618859247,1
"TSPAN15",0.716980051379864,0.0188913995277517,3.94480475682641,0.139122230184222,0.0276841243466032,5.21644948326242,1.8238528642911e-07,1.89091772423694e-06,1.150803802571,1
"LDOC1",0.90068645136016,0.0236560621427659,4.79889160208707,0.0907682430184288,0.0403813199635343,5.85601800981097,4.74096828462223e-09,7.60018341989848e-08,1.7245885154294,1
"SH3BP4",0.539341677588582,0.00814553290748959,0.114714443309411,0.944256700171418,0,5.9759125071984,2.28805774327157e-09,4.02544115909483e-08,1.50815633801227,1
"RASGRP3",-0.593968381064546,0.00817669063064982,1.8090828137203,0.404727447781943,0,-6.56862612829337,5.07816011463547e-11,1.36074154395296e-09,-1.04369771324036,1
"ZNF521",0.564985658951954,0.0136890981183405,2.98147140824487,0.225206908925383,0.01386377905557,4.82891994995961,1.37275575129436e-06,1.11666632737823e-05,1.94148256059397,1
"SOSTDC1",0.640955643610158,0.0120516645028112,2.67532976196383,0.262457823830352,0.00955473709076569,5.83854267994275,5.26593946226228e-09,8.28064719971923e-08,1.29774709526813,1
"WWTR1",0.949447460880467,0.00837957786761858,0.825735138672846,0.66174991300536,0,10.371936921612,0,0,1.32718677186998,1
"CHD5",-0.625216806998325,0.00818368557932407,0.897496678448742,0.638426745448619,0,-6.91124321411299,4.80415707215798e-12,1.72488171529179e-10,-1.12892687370878,1
"SLITRK5",0.379871620753748,0.00809002838078542,1.07120714974958,0.585315901535298,0,4.22339622246113,2.4064820541847e-05,0.000138489099501975,1.01325108913866,1
"PPP1R16B",0.721226379050001,0.0188848507147333,3.93135548251922,0.140060929370535,0.0275396140997729,5.24825374983032,1.53547707881785e-07,1.61841282559131e-06,1.23855766139649,1
